date,stablecoin_name,price,circulating_supply_usd,total_volume_usd,tvl_global_usd,price_deviation,log_volume,anomaly_score,is_anomaly
2017-12-31,USDT,1.0122599601745603,2505113062.4,1927010048,3006135674.88,0.012259960174560325,21.379235441206767,1,0
2018-01-01,USDT,1.0072799921035769,2190889958.4,1685299968,2629067950.08,0.007279992103576882,21.245209408051895,1,0
2018-01-02,USDT,1.004899978637695,3426617958.4,2635859968,4111941550.08,0.0048999786376950905,21.69247532964148,1,0
2018-01-03,USDT,1.0134400129318235,3213196979.2000003,2471689984,3855836375.04,0.013440012931823508,21.628167958078585,1,0
2018-01-04,USDT,1.0025299787521362,4160169062.4,3200130048,4992202874.88,0.0025299787521362305,21.886457286238798,1,0
2018-01-05,USDT,0.9986339807510376,4025606041.6,3096620032,4830727249.92,0.0013660192489624023,21.853577041679568,1,0
2018-01-06,USDT,1.0089900493621826,3406104166.4,2620080128,4087324999.68,0.008990049362182617,21.686470737839535,1,0
2018-01-07,USDT,1.0015699863433838,3039634124.8,2338180096,3647560949.76,0.001569986343383789,21.572638727397436,1,0
2018-01-08,USDT,1.0093200206756592,4960474854.400001,3815749888,5952569825.280001,0.00932002067565918,22.062403045669548,1,0
2018-01-09,USDT,1.0059900283813477,3596034124.8,2766180096,4315240949.76,0.005990028381347656,21.740733179059948,1,0
2018-01-10,USDT,1.0012799501419067,4146818124.8,3189860096,4976181749.76,0.0012799501419067383,21.88324289604162,1,0
2018-01-11,USDT,1.001710057258606,4993443020.8,3841110016,5992131624.96,0.001710057258605957,22.069027228701337,1,0
2018-01-12,USDT,1.0060800313949585,3468685875.2000003,2668219904,4162423050.24,0.006080031394958496,21.704677384766605,1,0
2018-01-13,USDT,1.002020001411438,3587843916.8,2759879936,4305412700.16,0.0020200014114379883,21.738453014642314,1,0
2018-01-14,USDT,1.0161199569702148,3848533145.6,2960410112,4618239774.719999,0.016119956970214844,21.80859364737417,1,0
2018-01-15,USDT,1.0066200494766235,3324333875.2000003,2557179904,3989200650.24,0.006620049476623535,21.662170888621684,1,0
2018-01-16,USDT,1.034150004386902,7218808729.6,5552929792,8662570475.52,0.03415000438690208,22.43759151605014,-1,1
2018-01-17,USDT,1.0145299434661863,7265491916.8,5588839936,8718590300.16,0.014529943466186301,22.44403757789025,1,0
2018-01-18,USDT,1.023110032081604,5592990208.0,4302300160,6711588249.599999,0.023110032081604004,22.182415637789394,1,0
2018-01-19,USDT,1.004539966583252,3740086937.6,2876989952,4488104325.12,0.004539966583251953,21.78001042933037,1,0
2018-01-20,USDT,1.001109957695007,3825613875.2,2942779904,4590736650.24,0.0011099576950071022,21.80262051746842,1,0
